#425
#41373
# what-if time: 276.9609661102295
# cost_requests: 1719994	cache_hits: 1503891
data;

set QUERIES :=  1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 22;

param a :=
1 43106304 # ['c_acctbal']
2 80330752 # ['c_address']
3 174383104 # ['c_comment']
4 39182336 # ['c_custkey']
5 52895744 # ['c_mktsegment']
6 68575232 # ['c_name']
7 39182336 # ['c_nationkey']
8 62693376 # ['c_phone']
9 1567334400 # ['l_commitdate']
10 1567334400 # ['l_discount']
11 1880809472 # ['l_extendedprice']
12 1410605056 # ['l_linestatus']
13 1567334400 # ['l_orderkey']
14 1567334400 # ['l_partkey']
15 1645707264 # ['l_quantity']
16 1567334400 # ['l_receiptdate']
17 1410605056 # ['l_returnflag']
18 1567334400 # ['l_shipdate']
19 3291414528 # ['l_shipinstruct']
20 2115903488 # ['l_shipmode']
21 1567334400 # ['l_suppkey']
22 1567334400 # ['l_tax']
23 8192 # ['n_name']
24 8192 # ['n_nationkey']
25 8192 # ['n_regionkey']
26 1273700352 # ['o_comment']
27 391905280 # ['o_custkey']
28 391905280 # ['o_orderdate']
29 391905280 # ['o_orderkey']
30 627048448 # ['o_orderpriority']
31 352714752 # ['o_orderstatus']
32 391905280 # ['o_shippriority']
33 470286336 # ['o_totalprice']
34 70541312 # ['p_brand']
35 70541312 # ['p_container']
36 128024576 # ['p_name']
37 52248576 # ['p_partkey']
38 52248576 # ['p_size']
39 96665600 # ['p_type']
40 209133568 # ['ps_availqty']
41 209133568 # ['ps_partkey']
42 209133568 # ['ps_suppkey']
43 230047744 # ['ps_supplycost']
44 8192 # ['r_name']
45 8192 # ['r_regionkey']
46 5349376 # ['s_address']
47 10313728 # ['s_comment']
48 5480448 # ['s_name']
49 2605056 # ['s_nationkey']
50 4177920 # ['s_phone']
51 2605056 # ['s_suppkey']
52 107765760 # ['c_acctbal', 'c_address']
set combi[3885]:= 322 419;
set combi[3886]:= 322 127;
set combi[3887]:= 322 272;
set combi[3888]:= 322 87;
set combi[3889]:= 322 262;
set combi[3890]:= 322 383;
set combi[3891]:= 322 108;
set combi[3892]:= 322 45;
set combi[3893]:= 322 95;
set combi[3894]:= 322 340;
set combi[3895]:= 322 380;
set combi[3896]:= 322 64;
set combi[3897]:= 322 10;
set combi[3898]:= 322 371;
set combi[3899]:= 322 117;
set combi[3900]:= 322 288;
set combi[3901]:= 322 407;
set combi[3902]:= 322 36;
set combi[3903]:= 322 155;
set combi[3904]:= 322 113;
set combi[3905]:= 322 84;
set combi[3906]:= 322 119;
set combi[3907]:= 322 402;
set combi[3908]:= 322 277;
set combi[3909]:= 322 397;
set combi[3910]:= 322 348;
set combi[3911]:= 322 19;
set combi[3912]:= 322 260;
set combi[3913]:= 322 319;
set combi[3914]:= 322 361;
set combi[3915]:= 322 282;
set combi[3916]:= 322 15;
set combi[3917]:= 322 65;
set combi[3918]:= 322 21;
set combi[3919]:= 322 187;
set combi[3920]:= 322 374;
set combi[3921]:= 322 52;
set combi[3922]:= 322 425;
set combi[3923]:= 322 145;
set combi[3924]:= 322 266;
set combi[3925]:= 322 195;
set combi[3926]:= 322 243;
set combi[3927]:= 322 199;
set combi[3928]:= 322 116;
set combi[3929]:= 322 32;
set combi[3930]:= 322 67;
set combi[3931]:= 322 171;
set combi[3932]:= 322 345;
set combi[3933]:= 322 128;
set combi[3934]:= 322 204;
set combi[3935]:= 322 75;
set combi[3936]:= 322 223;
set combi[3937]:= 322 18;
set combi[3938]:= 322 254;
set combi[3939]:= 322 59;
set combi[3940]:= 322 24;
set combi[3941]:= 322 299;
set combi[3942]:= 322 278;
set combi[3943]:= 322 142;
set combi[3944]:= 322 89;
set combi[3945]:= 322 214;
set combi[3946]:= 322 185;
set combi[3947]:= 322 404;
set combi[3948]:= 322 49;
set combi[3949]:= 322 385;
set combi[3950]:= 322 168;
set combi[3951]:= 322 381;
set combi[3952]:= 322 287;
set combi[3953]:= 322 283;
set combi[3954]:= 322 220;
set combi[3955]:= 322 239;
set combi[3956]:= 322 333;
set combi[3957]:= 322 418;
set combi[3958]:= 322 74;
set combi[3959]:= 322 341;
set combi[3960]:= 322 6;
set combi[3961]:= 322 200;
set combi[3962]:= 322 227;
set combi[3963]:= 322 183;
set combi[3964]:= 322 122;
set combi[3965]:= 322 268;
set combi[3966]:= 322 312;
set combi[3967]:= 322 85;
set combi[3968]:= 322 46;
set combi[3969]:= 322 136;
set combi[3970]:= 322 244;
set combi[3971]:= 322 421;
set combi[3972]:= 322 39;
set combi[3973]:= 322 249;
set combi[3974]:= 322 208;
set combi[3975]:= 322 362;
set combi[3976]:= 322 106;
set combi[3977]:= 322 179;
set combi[3978]:= 322 205;
set combi[3979]:= 322 382;
set combi[3980]:= 322 147;
set combi[3981]:= 322 97;
set combi[3982]:= 322 120;
set combi[3983]:= 322 349;
set combi[3984]:= 322 338;
set combi[3985]:= 322 367;
set combi[3986]:= 322 33;
set combi[3987]:= 322 215;
set combi[3988]:= 322 151;
set combi[3989]:= 322 323;
set combi[3990]:= 322 251;
set combi[3991]:= 322 86;
set combi[3992]:= 322 368;
set combi[3993]:= 322 22;
set combi[3994]:= 322 292;
set combi[3995]:= 322 310;
set combi[3996]:= 322 410;
set combi[3997]:= 322 256;
set combi[3998]:= 322 357;
set combi[3999]:= 322 247;
set combi[4000]:= 322 60;
set combi[4001]:= 322 300;
set combi[4002]:= 322 118;
set combi[4003]:= 322 317;
set combi[4004]:= 322 228;
set combi[4005]:= 322 365;
set combi[4006]:= 322 198;
set combi[4007]:= 322 54;
set combi[4008]:= 322 20;
set combi[4009]:= 322 80;
set combi[4010]:= 322 9;
set combi[4011]:= 322 124;
set combi[4012]:= 322 390;
set combi[4013]:= 322 148;
set combi[4014]:= 322 62;
set combi[4015]:= 322 291;
set combi[4016]:= 322 134;
set combi[4017]:= 322 411;
set combi[4018]:= 322 196;
set combi[4019]:= 322 170;
set combi[4020]:= 322 252;
set combi[4021]:= 322 295;
set combi[4022]:= 322 180;
set combi[4023]:= 322 138;
set combi[4024]:= 322 334;
set combi[4025]:= 322 48;
set combi[4026]:= 322 99;
set combi[4027]:= 322 423;
set combi[4028]:= 322 156;
set combi[4029]:= 322 160;
set combi[4030]:= 322 7;
set combi[4031]:= 322 408;
set combi[4032]:= 322 152;
set combi[4033]:= 322 396;
set combi[4034]:= 322 192;
set combi[4035]:= 322 337;
set combi[4036]:= 322 342;
set combi[4037]:= 322 212;
set combi[4038]:= 322 164;
set combi[4039]:= 322 350;
set combi[4040]:= 322 261;
set combi[4041]:= 322 296;
set combi[4042]:= 322 257;
set combi[4043]:= 322 217;
set combi[4044]:= 322 313;
set combi[4045]:= 322 281;
set combi[4046]:= 322 107;
set combi[4047]:= 322 331;
set combi[4048]:= 322 250;
set combi[4049]:= 322 406;
set combi[4050]:= 322 416;
set combi[4051]:= 322 34;
set combi[4052]:= 322 56;
set combi[4053]:= 322 211;
set combi[4054]:= 322 115;
set combi[4055]:= 322 135;
set combi[4056]:= 322 43;
set combi[4057]:= 322 230;
set combi[4058]:= 322 35;
set combi[4059]:= 322 28;
set combi[4060]:= 322 284;
set combi[4061]:= 322 304;
set combi[4062]:= 322 70;
set combi[4063]:= 322 17;
set combi[4064]:= 322 161;
set combi[4065]:= 322 4;
set combi[4066]:= 322 248;
set combi[4067]:= 322 82;
set combi[4068]:= 322 143;
set combi[4069]:= 322 1;
set combi[4070]:= 322 238;
set combi[4071]:= 322 50;
set combi[4072]:= 322 139;
set combi[4073]:= 322 213;
set combi[4074]:= 322 209;
set combi[4075]:= 322 346;
set combi[4076]:= 322 326;
set combi[4077]:= 322 356;
set combi[4078]:= 322 169;
set combi[4079]:= 322 413;
set combi[4080]:= 322 165;
set combi[4081]:= 322 104;
set combi[4082]:= 322 193;
set combi[4083]:= 322 221;
set combi[4084]:= 322 308;
set combi[4085]:= 322 273;
set combi[4086]:= 322 218;
set combi[4087]:= 322 101;
set combi[4088]:= 322 343;
set combi[4089]:= 322 226;
set combi[4090]:= 322 314;
set combi[4091]:= 322 77;
set combi[4092]:= 322 329;
set combi[4093]:= 322 364;
set combi[4094]:= 322 81;
set combi[4095]:= 322 234;
set combi[4096]:= 322 379;
set combi[4097]:= 322 231;
set combi[4098]:= 322 321;
set combi[4099]:= 322 42;
set combi[4100]:= 322 236;
set combi[4101]:= 322 159;
set combi[4102]:= 322 132;
set combi[4103]:= 322 177;
set combi[4104]:= 322 100;
set combi[4105]:= 322 267;
set combi[4106]:= 322 285;
set combi[4107]:= 322 359;
set combi[4108]:= 322 263;
set combi[4109]:= 322 188;
set combi[4110]:= 322 405;
set combi[4111]:= 322 57;
set combi[4112]:= 322 400;
set combi[4113]:= 322 414;
set combi[4114]:= 322 88;
set combi[4115]:= 322 246;
set combi[4116]:= 322 157;
set combi[4117]:= 322 339;
set combi[4118]:= 322 29;
set combi[4119]:= 322 129;
set combi[4120]:= 322 71;
set combi[4121]:= 322 23;
set combi[4122]:= 322 387;
set combi[4123]:= 322 305;
set combi[4124]:= 322 206;
set combi[4125]:= 322 394;
set combi[4126]:= 322 94;
set combi[4127]:= 322 311;
set combi[4128]:= 322 376;
set combi[4129]:= 322 153;
set combi[4130]:= 322 309;
set combi[4131]:= 322 58;
set combi[4132]:= 322 111;
set combi[4133]:= 322 258;
set combi[4134]:= 322 327;
set combi[4135]:= 322 318;
set combi[4136]:= 322 279;
set combi[4137]:= 322 13;
set combi[4138]:= 322 146;
set combi[4139]:= 322 26;
set combi[4140]:= 322 330;
set combi[4141]:= 322 301;
set combi[4142]:= 322 5;
set combi[4143]:= 322 409;
set combi[4144]:= 322 389;
set combi[4145]:= 322 422;
set combi[4146]:= 322 303;
set combi[4147]:= 322 172;
set combi[4148]:= 322 123;
set combi[4149]:= 322 403;
set combi[4150]:= 322 398;
set combi[4151]:= 322 114;
set combi[4152]:= 322 264;
set combi[4153]:= 322 78;
set combi[4154]:= 322 370;
set combi[4155]:= 322 224;
set combi[4156]:= 322 190;
set combi[4157]:= 322 388;
set combi[4158]:= 322 105;
set combi[4159]:= 322 324;
set combi[4160]:= 322 352;
set combi[4161]:= 322 269;
set combi[4162]:= 322 144;
set combi[4163]:= 322 392;
set combi[4164]:= 322 68;
set combi[4165]:= 322 201;
set combi[4166]:= 322 16;
set combi[4167]:= 322 66;
set combi[4168]:= 322 360;
set combi[4169]:= 322 25;
set combi[4170]:= 322 37;
set combi[4171]:= 322 140;
set combi[4172]:= 322 222;
set combi[4173]:= 322 237;
set combi[4174]:= 322 293;
set combi[4175]:= 322 280;
set combi[4176]:= 322 154;
set combi[4177]:= 322 166;
set combi[4178]:= 322 355;
set combi[4179]:= 322 351;
set combi[4180]:= 322 219;
set combi[4181]:= 322 259;
set combi[4182]:= 322 96;
set combi[4183]:= 322 332;
set combi[4184]:= 322 41;
set combi[4185]:= 322 8;
set combi[4186]:= 322 265;
set combi[4187]:= 322 235;
set combi[4188]:= 322 30;
set combi[4189]:= 322 320;
set combi[4190]:= 322 73;
set combi[4191]:= 322 225;
set combi[4192]:= 322 302;
set combi[4193]:= 322 121;
set combi[4194]:= 322 242;
set combi[4195]:= 322 40;
set combi[4196]:= 322 274;
set combi[4197]:= 322 125;
set combi[4198]:= 322 90;
set combi[4199]:= 322 270;
set combi[4200]:= 322 175;
set combi[4201]:= 322 203;
set combi[4202]:= 322 98;
set combi[4203]:= 322 294;
set combi[4204]:= 322 44;
set combi[4205]:= 322 372;
set combi[4206]:= 322 53;
set combi[4207]:= 322 149;
set combi[4208]:= 322 366;
set combi[4209]:= 322 181;
set combi[4210]:= 322 373;
set combi[4211]:= 322 141;
set combi[4212]:= 322 245;
set combi[4213]:= 322 253;
set combi[4214]:= 322 393;
set combi[4215]:= 233 378;
set combi[4216]:= 233 61;
set combi[4217]:= 233 290;
set combi[4218]:= 233 150;
set combi[4219]:= 233 328;
set combi[4220]:= 233 162;
set combi[4221]:= 233 255;
set combi[4222]:= 233 424;
set combi[4223]:= 233 354;
set combi[4224]:= 233 194;
set combi[4225]:= 233 3;
set combi[4226]:= 233 399;
set combi[4227]:= 233 110;
set combi[4228]:= 233 297;
set combi[4229]:= 233 76;
set combi[4230]:= 233 395;
set combi[4231]:= 233 289;
set combi[4232]:= 233 276;
set combi[4233]:= 233 12;
set combi[4234]:= 233 415;
set combi[4235]:= 233 103;
set combi[4236]:= 233 344;
set combi[4237]:= 233 27;
set combi[4238]:= 233 91;
set combi[4239]:= 233 72;
set combi[4240]:= 233 173;
set combi[4241]:= 233 47;
set combi[4242]:= 233 316;
set combi[4243]:= 233 336;
set combi[4244]:= 233 189;
set combi[4245]:= 233 163;
set combi[4246]:= 233 2;
set combi[4247]:= 233 137;
set combi[4248]:= 233 210;
set combi[4249]:= 233 275;
set combi[4250]:= 233 286;
set combi[4251]:= 233 63;
set combi[4252]:= 233 325;
set combi[4253]:= 233 369;
set combi[4254]:= 233 363;
set combi[4255]:= 233 240;
set combi[4256]:= 233 271;
set combi[4257]:= 233 347;
set combi[4258]:= 233 216;
set combi[4259]:= 233 102;
set combi[4260]:= 233 358;
set combi[4261]:= 233 384;
set combi[4262]:= 233 420;
set combi[4263]:= 233 92;
set combi[4264]:= 233 386;
set combi[4265]:= 233 401;
set combi[4266]:= 233 79;
set combi[4267]:= 233 207;
set combi[4268]:= 233 391;
set combi[4269]:= 233 133;
set combi[4270]:= 233 83;
set combi[4271]:= 233 353;
set combi[4272]:= 233 112;
set combi[4273]:= 233 375;
set combi[4274]:= 233 174;
set combi[4275]:= 233 229;
set combi[4276]:= 233 93;
set combi[4277]:= 233 14;
set combi[4278]:= 233 182;
set combi[4279]:= 233 241;
set combi[4280]:= 233 298;
set combi[4281]:= 233 178;
set combi[4282]:= 233 184;
set combi[4283]:= 233 131;
set combi[4284]:= 233 412;
set combi[4285]:= 233 306;
set combi[4286]:= 233 186;
set combi[4287]:= 233 202;
set combi[4288]:= 233 158;
set combi[4289]:= 233 191;
set combi[4290]:= 233 232;
set combi[4291]:= 233 419;
set combi[4292]:= 233 127;
set combi[4293]:= 233 272;
set combi[4294]:= 233 87;
set combi[4295]:= 233 262;
set combi[4296]:= 233 383;
set combi[4297]:= 233 108;
set combi[4298]:= 233 45;
set combi[4299]:= 233 95;
set combi[4300]:= 233 340;
set combi[4301]:= 233 380;
set combi[4302]:= 233 64;
set combi[4303]:= 233 10;
set combi[4304]:= 233 371;
set combi[4305]:= 233 117;
set combi[4306]:= 233 288;
set combi[4307]:= 233 407;
set combi[4308]:= 233 36;
set combi[4309]:= 233 155;
set combi[4310]:= 233 113;
set combi[4311]:= 233 84;
set combi[4312]:= 233 119;
set combi[4313]:= 233 402;
set combi[4314]:= 233 277;
set combi[4315]:= 233 397;
set combi[4316]:= 233 348;
set combi[4317]:= 233 19;
set combi[4318]:= 233 260;
set combi[4319]:= 233 319;
set combi[4320]:= 233 361;
set combi[4321]:= 233 282;
set combi[4322]:= 233 15;
set combi[4323]:= 233 65;
set combi[4324]:= 233 21;
set combi[4325]:= 233 187;
set combi[4326]:= 233 374;
set combi[4327]:= 233 52;
set combi[4328]:= 233 425;
set combi[4329]:= 233 145;
set combi[4330]:= 233 266;
set combi[4331]:= 233 195;
set combi[4332]:= 233 243;
set combi[4333]:= 233 199;
set combi[4334]:= 233 116;
set combi[4335]:= 233 32;
set combi[4336]:= 233 67;
set combi[4337]:= 233 171;
set combi[4338]:= 233 345;
set combi[4339]:= 233 128;
set combi[4340]:= 233 204;
set combi[4341]:= 233 75;
set combi[4342]:= 233 223;
set combi[4343]:= 233 18;
set combi[4344]:= 233 254;
set combi[4345]:= 233 59;
set combi[4346]:= 233 24;
set combi[4347]:= 233 299;
set combi[4348]:= 233 278;
set combi[4349]:= 233 142;
set combi[4350]:= 233 89;
set combi[4351]:= 233 214;
set combi[4352]:= 233 185;
set combi[4353]:= 233 404;
set combi[4354]:= 233 49;
set combi[4355]:= 233 385;
set combi[4356]:= 233 168;
set combi[4357]:= 233 381;
set combi[4358]:= 233 287;
set combi[4359]:= 233 283;
set combi[4360]:= 233 220;
set combi[4361]:= 233 239;
set combi[4362]:= 233 333;
set combi[4363]:= 233 418;
set combi[4364]:= 233 74;
set combi[4365]:= 233 341;
set combi[4366]:= 233 6;
set combi[4367]:= 233 200;
set combi[4368]:= 233 227;
set combi[4369]:= 233 183;
set combi[4370]:= 233 122;
set combi[4371]:= 233 268;
set combi[4372]:= 233 312;
set combi[4373]:= 233 85;
set combi[4374]:= 233 46;
set combi[4375]:= 233 136;
set combi[4376]:= 233 244;
set combi[4377]:= 233 421;
set combi[4378]:= 233 39;
set combi[4379]:= 233 249;
set combi[4380]:= 233 208;
set combi[4381]:= 233 362;
set combi[4382]:= 233 106;
set combi[4383]:= 233 179;
set combi[4384]:= 233 205;
set combi[4385]:= 233 382;
set combi[4386]:= 233 147;
set combi[4387]:= 233 97;
set combi[4388]:= 233 120;
set combi[4389]:= 233 349;
set combi[4390]:= 233 338;
set combi[4391]:= 233 367;
set combi[4392]:= 233 33;
set combi[4393]:= 233 215;
set combi[4394]:= 233 151;
set combi[4395]:= 233 323;
set combi[4396]:= 233 251;
set combi[4397]:= 233 86;
set combi[4398]:= 233 368;
set combi[4399]:= 233 22;
set combi[4400]:= 233 292;
set combi[4401]:= 233 310;
set combi[4402]:= 233 410;
set combi[4403]:= 233 256;
set combi[4404]:= 233 357;
set combi[4405]:= 233 247;
set combi[4406]:= 233 60;
set combi[4407]:= 233 300;
set combi[4408]:= 233 118;
set combi[4409]:= 233 317;
set combi[4410]:= 233 228;
set combi[4411]:= 233 365;
set combi[4412]:= 233 198;
set combi[4413]:= 233 54;
set combi[4414]:= 233 20;
set combi[4415]:= 233 80;
set combi[4416]:= 233 9;
set combi[4417]:= 233 124;
set combi[4418]:= 233 390;
set combi[4419]:= 233 148;
set combi[4420]:= 233 62;
set combi[4421]:= 233 291;
set combi[4422]:= 233 134;
set combi[4423]:= 233 411;
set combi[4424]:= 233 196;
set combi[4425]:= 233 170;
set combi[4426]:= 233 252;
set combi[4427]:= 233 295;
set combi[4428]:= 233 180;
set combi[4429]:= 233 138;
set combi[4430]:= 233 334;
set combi[4431]:= 233 48;
set combi[4432]:= 233 99;
set combi[4433]:= 233 423;
set combi[4434]:= 233 156;
set combi[4435]:= 233 160;
set combi[4436]:= 233 7;
set combi[4437]:= 233 408;
set combi[4438]:= 233 152;
set combi[4439]:= 233 396;
set combi[4440]:= 233 192;
set combi[4441]:= 233 337;
set combi[4442]:= 233 342;
set combi[4443]:= 233 212;
set combi[4444]:= 233 164;
set combi[4445]:= 233 350;
set combi[4446]:= 233 261;
set combi[4447]:= 233 296;
set combi[4448]:= 233 257;
set combi[4449]:= 233 217;
set combi[4450]:= 233 313;
set combi[4451]:= 233 281;
set combi[4452]:= 233 107;
set combi[4453]:= 233 331;
set combi[4454]:= 233 250;
set combi[4455]:= 233 406;
set combi[4456]:= 233 416;
set combi[4457]:= 233 34;
set combi[4458]:= 233 56;
set combi[4459]:= 233 211;
set combi[4460]:= 233 115;
set combi[4461]:= 233 135;
set combi[4462]:= 233 43;
set combi[4463]:= 233 230;
set combi[4464]:= 233 35;
set combi[4465]:= 233 28;
set combi[4466]:= 233 284;
set combi[4467]:= 233 304;
set combi[4468]:= 233 70;
set combi[4469]:= 233 17;
set combi[4470]:= 233 161;
set combi[4471]:= 233 4;
set combi[4472]:= 233 248;
set combi[4473]:= 233 82;
set combi[4474]:= 233 143;
set combi[4475]:= 233 1;
set combi[4476]:= 233 238;
set combi[4477]:= 233 50;
set combi[4478]:= 233 139;
set combi[4479]:= 233 213;
set combi[4480]:= 233 209;
set combi[4481]:= 233 346;
set combi[4482]:= 233 326;
set combi[4483]:= 233 356;
set combi[4484]:= 233 169;
set combi[4485]:= 233 413;
set combi[4486]:= 233 165;
set combi[4487]:= 233 104;
set combi[4488]:= 233 193;
set combi[4489]:= 233 221;
set combi[4490]:= 233 308;
set combi[4491]:= 233 273;
set combi[4492]:= 233 218;
set combi[4493]:= 233 101;
set combi[4494]:= 233 343;
set combi[4495]:= 233 226;
set combi[4496]:= 233 314;
set combi[4497]:= 233 77;
set combi[4498]:= 233 329;
set combi[4499]:= 233 364;
set combi[4500]:= 233 81;
set combi[4501]:= 233 234;
set combi[4502]:= 233 379;
set combi[4503]:= 233 231;
set combi[4504]:= 233 321;
set combi[4505]:= 233 42;
set combi[4506]:= 233 236;
set combi[4507]:= 233 159;
set combi[4508]:= 233 132;
set combi[4509]:= 233 177;
set combi[4510]:= 233 100;
set combi[4511]:= 233 267;
set combi[4512]:= 233 285;
set combi[4513]:= 233 359;
set combi[4514]:= 233 263;
set combi[4515]:= 233 188;
set combi[4516]:= 233 405;
set combi[4517]:= 233 57;
set combi[4518]:= 233 400;
set combi[4519]:= 233 414;
set combi[4520]:= 233 88;
set combi[4521]:= 233 246;
set combi[4522]:= 233 157;
set combi[4523]:= 233 339;
set combi[4524]:= 233 29;
set combi[4525]:= 233 129;
set combi[4526]:= 233 71;
set combi[4527]:= 233 23;
set combi[4528]:= 233 387;
set combi[4529]:= 233 305;
set combi[4530]:= 233 206;
set combi[4531]:= 233 394;
set combi[4532]:= 233 94;
set combi[4533]:= 233 311;
set combi[4534]:= 233 376;
set combi[4535]:= 233 153;
set combi[4536]:= 233 309;
set combi[4537]:= 233 58;
set combi[4538]:= 233 111;
set combi[4539]:= 233 258;
set combi[4540]:= 233 327;
set combi[4541]:= 233 318;
set combi[4542]:= 233 279;
set combi[4543]:= 233 13;
set combi[4544]:= 233 146;
set combi[4545]:= 233 26;
set combi[4546]:= 233 330;
set combi[4547]:= 233 301;
set combi[4548]:= 233 5;
set combi[4549]:= 233 409;
set combi[4550]:= 233 389;
set combi[4551]:= 233 422;
set combi[4552]:= 233 303;
set combi[4553]:= 233 172;
set combi[4554]:= 233 123;
set combi[4555]:= 233 403;
set combi[4556]:= 233 398;
set combi[4557]:= 233 114;
set combi[4558]:= 233 264;
set combi[4559]:= 233 78;
set combi[4560]:= 233 370;
set combi[4561]:= 233 224;
set combi[4562]:= 233 190;
set combi[4563]:= 233 388;
set combi[4564]:= 233 105;
set combi[4565]:= 233 324;
set combi[4566]:= 233 352;
set combi[4567]:= 233 269;
set combi[4568]:= 233 144;
set combi[4569]:= 233 392;
set combi[4570]:= 233 68;
set combi[4571]:= 233 201;
set combi[4572]:= 233 16;
set combi[4573]:= 233 66;
set combi[4574]:= 233 360;
set combi[4575]:= 233 25;
set combi[4576]:= 233 37;
set combi[4577]:= 233 140;
set combi[4578]:= 233 222;
set combi[4579]:= 233 237;
set combi[4580]:= 233 293;
set combi[4581]:= 233 280;
set combi[4582]:= 233 154;
set combi[4583]:= 233 166;
set combi[4584]:= 233 355;
set combi[4585]:= 233 351;
set combi[4586]:= 233 219;
set combi[4587]:= 233 259;
set combi[4588]:= 233 96;
set combi[4589]:= 233 332;
set combi[4590]:= 233 41;
set combi[4591]:= 233 8;
set combi[4592]:= 233 265;
set combi[4593]:= 233 235;
set combi[4594]:= 233 30;
set combi[4595]:= 233 320;
set combi[4596]:= 233 73;
set combi[4597]:= 233 225;
set combi[4598]:= 233 302;
set combi[4599]:= 233 121;
set combi[4600]:= 233 242;
set combi[4601]:= 233 40;
set combi[4602]:= 233 274;
set combi[4603]:= 233 125;
set combi[4604]:= 233 90;
set combi[4605]:= 233 270;
set combi[4606]:= 233 175;
set combi[4607]:= 233 203;
set combi[4608]:= 233 98;
set combi[4609]:= 233 294;
set combi[4610]:= 233 44;
set combi[4611]:= 233 372;
set combi[4612]:= 233 53;
set combi[4613]:= 233 149;
set combi[4614]:= 233 366;
set combi[4615]:= 233 181;
set combi[4616]:= 233 373;
set combi[4617]:= 233 141;
set combi[4618]:= 233 245;
set combi[4619]:= 233 253;
set combi[4620]:= 233 393;
set combi[4621]:= 378 61;
set combi[4622]:= 378 290;
set combi[4623]:= 378 150;
set combi[4624]:= 378 328;
set combi[4625]:= 378 162;
set combi[4626]:= 378 255;
set combi[4627]:= 378 424;
set combi[4628]:= 378 354;
set combi[4629]:= 378 194;
set combi[4630]:= 378 3;
set combi[4631]:= 378 399;
set combi[4632]:= 378 110;
set combi[4633]:= 378 297;
set combi[4634]:= 378 76;
set combi[4635]:= 378 395;
set combi[4636]:= 378 289;
set combi[4637]:= 378 276;
set combi[4638]:= 378 12;
set combi[4639]:= 378 415;
set combi[4640]:= 378 103;
set combi[4641]:= 378 344;
set combi[4642]:= 378 27;
set combi[4643]:= 378 91;
set combi[4644]:= 378 72;
set combi[4645]:= 378 173;
set combi[4646]:= 378 47;
set combi[4647]:= 378 316;
set combi[4648]:= 378 336;
set combi[4649]:= 378 189;
set combi[4650]:= 378 163;
set combi[4651]:= 378 2;
set combi[4652]:= 378 137;
set combi[4653]:= 378 210;
set combi[4654]:= 378 275;
set combi[4655]:= 378 286;
set combi[4656]:= 378 63;
set combi[4657]:= 378 325;
set combi[4658]:= 378 369;
set combi[4659]:= 378 363;
set combi[4660]:= 378 240;
set combi[4661]:= 378 271;
set combi[4662]:= 378 347;
set combi[4663]:= 378 216;
set combi[4664]:= 378 102;
set combi[4665]:= 378 358;
set combi[4666]:= 378 384;
set combi[4667]:= 378 420;
set combi[4668]:= 378 92;
set combi[4669]:= 378 386;
set combi[4670]:= 378 401;
set combi[4671]:= 378 79;
set combi[4672]:= 378 207;
set combi[4673]:= 378 391;
set combi[4674]:= 378 133;
set combi[4675]:= 378 83;
set combi[4676]:= 378 353;
set combi[4677]:= 378 112;
set combi[4678]:= 378 375;
set combi[4679]:= 378 174;
set combi[4680]:= 378 229;
set combi[4681]:= 378 93;
set combi[4682]:= 378 14;
set combi[4683]:= 378 182;
set combi[4684]:= 378 241;
set combi[4685]:= 378 298;
set combi[4686]:= 378 178;
set combi[4687]:= 378 184;
set combi[4688]:= 378 131;
set combi[4689]:= 378 412;
set combi[4690]:= 378 306;
set combi[4691]:= 378 186;
set combi[4692]:= 378 202;
set combi[4693]:= 378 158;
set combi[4694]:= 378 191;
set combi[4695]:= 378 232;
set combi[4696]:= 378 419;
set combi[4697]:= 378 127;
